id,url,text,source,retweetCount,replyCount,likeCount,quoteCount,viewCount,createdAt,lang,bookmarkCount,isReply,inReplyToId,conversationId,authorUserName,authorName,authorFollowers,authorFollowing,authorDescription
"1934607896685445130","https://x.com/naiivememe/status/1934607896685445130","everyone : "" 10x soon "" 

the soon : https://t.co/lUDy133HpV","Twitter for iPhone",11,40,102,1,7747,"Mon Jun 16 13:44:00 +0000 2025","en",4,false,"","1934607896685445130","naiivememe","naiive",278730,171,""
"1934594558173855819","https://x.com/naiivememe/status/1934594558173855819","No Risk No Rari 
https://t.co/InZurxnKA1","Twitter for iPhone",5,27,112,2,15532,"Mon Jun 16 12:51:00 +0000 2025","it",13,false,"","1934594558173855819","naiivememe","naiive",278730,171,""
"1934588770072113385","https://x.com/naiivememe/status/1934588770072113385","I found him @RealXavier011 https://t.co/lew31Bag1k","Twitter for iPhone",0,8,34,0,5239,"Mon Jun 16 12:28:00 +0000 2025","en",3,false,"","1934588770072113385","naiivememe","naiive",278730,171,""
"1934588518241878058","https://x.com/naiivememe/status/1934588518241878058","them: never marry your bag, take profit

my bag:
https://t.co/T2IYnpNSgJ","Twitter for iPhone",7,17,102,4,9932,"Mon Jun 16 12:27:00 +0000 2025","en",14,false,"","1934588518241878058","naiivememe","naiive",278730,171,""
"1934583234441912667","https://x.com/naiivememe/status/1934583234441912667","it's that time again 
https://t.co/aJy7Gm6mOr","Twitter for iPhone",134,57,1040,23,48609,"Mon Jun 16 12:06:00 +0000 2025","en",154,false,"","1934583234441912667","naiivememe","naiive",278730,171,""
"1934581735544823887","https://x.com/naiivememe/status/1934581735544823887","this is what men gamble their entire networth for https://t.co/q4Wp1RhBhG","Twitter for iPhone",1,13,55,0,5472,"Mon Jun 16 12:00:03 +0000 2025","en",4,false,"","1934581735544823887","naiivememe","naiive",278730,171,""
"1934576439455547403","https://x.com/naiivememe/status/1934576439455547403",""" I've moved on to other things "" 

- Satoshi Nakamoto https://t.co/WKig3FD4Hj","Twitter for iPhone",11,30,128,0,8602,"Mon Jun 16 11:39:00 +0000 2025","en",7,false,"","1934576439455547403","naiivememe","naiive",278730,171,""
"1934567320938275326","https://x.com/naiivememe/status/1934567320938275326","People : "" bitcoin is ded ""

bitcoin : 
https://t.co/IZXwkXr5nU","Twitter for iPhone",11,29,191,1,12786,"Mon Jun 16 11:02:46 +0000 2025","en",17,false,"","1934567320938275326","naiivememe","naiive",278730,171,""
"1934562923588034610","https://x.com/naiivememe/status/1934562923588034610","https://t.co/KfIvYWt72Z","Twitter for iPhone",18,22,195,1,13585,"Mon Jun 16 10:45:18 +0000 2025","zxx",5,false,"","1934562923588034610","naiivememe","naiive",278730,171,""
"1934560949010329780","https://x.com/naiivememe/status/1934560949010329780","me in 2009 instead of mining bitcoin
https://t.co/748ctiGfWF","Twitter for iPhone",96,62,1414,5,67643,"Mon Jun 16 10:37:27 +0000 2025","en",67,false,"","1934560949010329780","naiivememe","naiive",278730,171,""
"1934545737532019072","https://x.com/naiivememe/status/1934545737532019072","https://t.co/cL9yAynFvj","Twitter for iPhone",22,31,344,2,14464,"Mon Jun 16 09:37:00 +0000 2025","zxx",10,false,"","1934545737532019072","naiivememe","naiive",278730,171,""
"1934538673590251787","https://x.com/naiivememe/status/1934538673590251787","If i get rich in crypto, i'm not telling anyone, but there will be signs
https://t.co/nPJ79jsL81","Twitter for iPhone",9,17,170,2,20585,"Mon Jun 16 09:08:56 +0000 2025","en",25,false,"","1934538673590251787","naiivememe","naiive",278730,171,""
"1934537124449235452","https://x.com/naiivememe/status/1934537124449235452","Countries between Iran and Israel right now 
https://t.co/aeaoWFOkN2","Twitter for iPhone",17,22,308,1,13857,"Mon Jun 16 09:02:47 +0000 2025","en",21,false,"","1934537124449235452","naiivememe","naiive",278730,171,""
"1934536120362213519","https://x.com/naiivememe/status/1934536120362213519","Thank Crypto https://t.co/O6woO1hl83","Twitter for iPhone",29,20,319,2,23839,"Mon Jun 16 08:58:47 +0000 2025","en",49,false,"","1934536120362213519","naiivememe","naiive",278730,171,""
"1934516941949116718","https://x.com/naiivememe/status/1934516941949116718","JUST IN : Bitcoin $107k  https://t.co/GE8iO8GUWp","Twitter for iPhone",110,55,911,5,27874,"Mon Jun 16 07:42:35 +0000 2025","en",62,false,"","1934516941949116718","naiivememe","naiive",278730,171,""
"1934506230493622392","https://x.com/naiivememe/status/1934506230493622392","https://t.co/e8AVJ2zBCw","Twitter for iPhone",8,29,93,1,9495,"Mon Jun 16 07:00:01 +0000 2025","zxx",6,false,"","1934506230493622392","naiivememe","naiive",278730,171,""
"1934494868371636387","https://x.com/naiivememe/status/1934494868371636387","When you finish the last page of Bitcoin standard book https://t.co/15PtkoUJqX","Twitter for iPhone",14,26,323,3,24620,"Mon Jun 16 06:14:52 +0000 2025","en",26,false,"","1934494868371636387","naiivememe","naiive",278730,171,""
"1934467553776255233","https://x.com/naiivememe/status/1934467553776255233","Bitcoin climb back to 106,500  https://t.co/5jveKDqxPa","Twitter for iPhone",14,36,167,1,9806,"Mon Jun 16 04:26:20 +0000 2025","en",2,false,"","1934467553776255233","naiivememe","naiive",278730,171,""
"1934467495500591328","https://x.com/naiivememe/status/1934467495500591328","God please give me a sign https://t.co/KaUa1ABGGW","Twitter for iPhone",68,38,673,7,22495,"Mon Jun 16 04:26:06 +0000 2025","en",19,false,"","1934467495500591328","naiivememe","naiive",278730,171,""
"1934455894764392470","https://x.com/naiivememe/status/1934455894764392470","People who held Bitcoin at 15K in 2022 https://t.co/jwcvmhZG5L","Twitter for iPhone",51,56,510,9,35309,"Mon Jun 16 03:40:00 +0000 2025","en",35,false,"","1934455894764392470","naiivememe","naiive",278730,171,""
"1934437187300577592","https://x.com/naiivememe/status/1934437187300577592","https://t.co/Wt4D9mMQ2n","Twitter for iPhone",10,23,123,0,8628,"Mon Jun 16 02:25:40 +0000 2025","zxx",4,false,"","1934437187300577592","naiivememe","naiive",278730,171,""
"1934435557570216057","https://x.com/naiivememe/status/1934435557570216057","i'm fast as fck boi https://t.co/fPa3aZLVHL","Twitter for iPhone",18,23,334,0,19643,"Mon Jun 16 02:19:11 +0000 2025","en",24,false,"","1934435557570216057","naiivememe","naiive",278730,171,""
"1934430240325194030","https://x.com/naiivememe/status/1934430240325194030","POV: You've watched a few youtube videos and are ready to be a crypto trader
https://t.co/Zr5R4WATqn","Twitter for iPhone",50,28,597,8,36901,"Mon Jun 16 01:58:03 +0000 2025","en",58,false,"","1934430240325194030","naiivememe","naiive",278730,171,""
"1934428154472620248","https://x.com/naiivememe/status/1934428154472620248","https://t.co/znf8umkLds","Twitter for iPhone",21,22,286,3,20525,"Mon Jun 16 01:49:46 +0000 2025","zxx",11,false,"","1934428154472620248","naiivememe","naiive",278730,171,""
"1934426263793660175","https://x.com/naiivememe/status/1934426263793660175","After years of holding. I finally bought a house, thank Ethereum https://t.co/rzX0aoq7GL","Twitter for iPhone",9,30,170,1,14819,"Mon Jun 16 01:42:15 +0000 2025","en",9,false,"","1934426263793660175","naiivememe","naiive",278730,171,""
"1934425443933057243","https://x.com/naiivememe/status/1934425443933057243","Bitcoin bulls training to f*ck the bears this cycle https://t.co/WApzRLIjXw","Twitter for iPhone",10,18,179,2,12299,"Mon Jun 16 01:39:00 +0000 2025","en",17,false,"","1934425443933057243","naiivememe","naiive",278730,171,""
"1934424387232645229","https://x.com/naiivememe/status/1934424387232645229","me and bro walking home after a whole day of acting for National Geographic to DCA crypto https://t.co/j99DoHm4lO","Twitter for iPhone",9,18,68,1,7305,"Mon Jun 16 01:34:48 +0000 2025","en",5,false,"","1934424387232645229","naiivememe","naiive",278730,171,""
"1934420189875142945","https://x.com/naiivememe/status/1934420189875142945","Nobody: 

mfs with a $5 bet on Polymarket about nuclear wars 
https://t.co/XQNQb1gQwC","Twitter for iPhone",13,13,154,2,15930,"Mon Jun 16 01:18:07 +0000 2025","en",15,false,"","1934420189875142945","naiivememe","naiive",278730,171,""
"1934416376426611007","https://x.com/naiivememe/status/1934416376426611007","@geniixzy where $321??","Twitter for iPhone",0,0,0,0,393,"Mon Jun 16 01:02:58 +0000 2025","en",0,true,"1934019154358747566","1934019154358747566","naiivememe","naiive",278730,171,""
"1934415201438462438","https://x.com/naiivememe/status/1934415201438462438","My 15 y.o MacBook after updating to OS 26 https://t.co/d8zwlYzx3W","Twitter for iPhone",4,26,138,1,12458,"Mon Jun 16 00:58:18 +0000 2025","en",10,false,"","1934415201438462438","naiivememe","naiive",278730,171,""
"1934414609437569173","https://x.com/naiivememe/status/1934414609437569173","https://t.co/2WegvgrVQW","Twitter for iPhone",0,1,5,0,4374,"Mon Jun 16 00:55:57 +0000 2025","zxx",0,true,"1934414062756257803","1934414062756257803","naiivememe","naiive",278730,171,""
"1934414062756257803","https://x.com/naiivememe/status/1934414062756257803","why can't you sleep bro ? https://t.co/i9VPojtrgq","Twitter for iPhone",4,16,64,1,6902,"Mon Jun 16 00:53:46 +0000 2025","en",9,false,"","1934414062756257803","naiivememe","naiive",278730,171,""
"1934411249879847304","https://x.com/naiivememe/status/1934411249879847304","My wife listening to me talk about meme coins when we go out to dinner with her friends and their successful husbands https://t.co/TEC9Z4HTOL","Twitter for iPhone",26,34,315,1,23566,"Mon Jun 16 00:42:36 +0000 2025","en",33,false,"","1934411249879847304","naiivememe","naiive",278730,171,""
"1934410465641418914","https://x.com/naiivememe/status/1934410465641418914","@Soniya98530371 @CryptMikeX he is schooling @CryptMikeX","Twitter for iPhone",0,1,0,0,33,"Mon Jun 16 00:39:29 +0000 2025","en",0,true,"1934409193102225833","1934405918030270500","naiivememe","naiive",278730,171,""
"1934409486875389957","https://x.com/naiivememe/status/1934409486875389957","me when my mom says "" crypto makes people crazy "" 
https://t.co/XhPFVFvVjH","Twitter for iPhone",14,27,156,1,10723,"Mon Jun 16 00:35:35 +0000 2025","en",15,false,"","1934409486875389957","naiivememe","naiive",278730,171,""
"1934408194027327732","https://x.com/naiivememe/status/1934408194027327732","credit : @CryptMikeX pls follow him frens","Twitter for iPhone",0,3,4,0,5021,"Mon Jun 16 00:30:27 +0000 2025","en",0,true,"1934405918030270500","1934405918030270500","naiivememe","naiive",278730,171,""
"1934406776675565773","https://x.com/naiivememe/status/1934406776675565773","People who held Bitcoin at 15K in 2022
https://t.co/ryWH5J3jGN","Twitter for iPhone",7,14,136,1,7771,"Mon Jun 16 00:24:49 +0000 2025","en",8,false,"","1934406776675565773","naiivememe","naiive",278730,171,""
