id,url,text,source,retweetCount,replyCount,likeCount,quoteCount,viewCount,createdAt,lang,bookmarkCount,isReply,inReplyToId,conversationId,authorUserName,authorName,authorFollowers,authorFollowing,authorDescription
"1934607828536500304","https://x.com/MaddKingMaddox/status/1934607828536500304","@Alphafox78 All videos like this are awkward.","Twitter for iPhone",0,0,1,0,30,"Mon Jun 16 13:43:44 +0000 2025","en",0,true,"1934579207159324709","1934579207159324709","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
"1934606866778079449","https://x.com/MaddKingMaddox/status/1934606866778079449","@MartiniGuyYT They are usually right but they are going to be wrong on this one.","Twitter for iPhone",0,0,2,0,14,"Mon Jun 16 13:39:54 +0000 2025","en",0,true,"1934493513871233041","1934493513871233041","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
"1934605270543728856","https://x.com/MaddKingMaddox/status/1934605270543728856","@TedPillows 3K","Twitter for iPhone",0,2,3,0,29,"Mon Jun 16 13:33:34 +0000 2025","und",0,true,"1934592042518147568","1934592042518147568","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
"1934581924800106618","https://x.com/MaddKingMaddox/status/1934581924800106618","@0xcrusaderB @SUPRA_Labs SUP","Twitter for iPhone",0,0,0,0,13,"Mon Jun 16 12:00:48 +0000 2025","und",0,true,"1934566468517060618","1934566468517060618","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
"1934581848698425771","https://x.com/MaddKingMaddox/status/1934581848698425771","@acdupes GM","Twitter for iPhone",0,1,1,0,9,"Mon Jun 16 12:00:30 +0000 2025","und",0,true,"1934543638022746115","1934543638022746115","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
"1934495513476252088","https://x.com/MaddKingMaddox/status/1934495513476252088","GN https://t.co/dcfC8TjlfA","Twitter for iPhone",0,3,14,0,143,"Mon Jun 16 06:17:26 +0000 2025","und",0,false,"","1934495513476252088","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
"1934491218458603544","https://x.com/MaddKingMaddox/status/1934491218458603544","@cryptobeastreal Why is $PI a scam versus almost anything else??","Twitter for iPhone",0,2,4,0,740,"Mon Jun 16 06:00:22 +0000 2025","en",0,true,"1934445073191821583","1934445073191821583","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
"1934488295205114342","https://x.com/MaddKingMaddox/status/1934488295205114342","@HoodiMetcalf I do think I played more PS4 games “upgraded to ps5 version” than I did actually true ps5 games..","Twitter for iPhone",0,0,1,0,553,"Mon Jun 16 05:48:45 +0000 2025","en",0,true,"1933983480721084610","1933983480721084610","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
"1934487780987732065","https://x.com/MaddKingMaddox/status/1934487780987732065","@kirawontmiss Really?","Twitter for iPhone",0,0,3,0,228,"Mon Jun 16 05:46:42 +0000 2025","en",0,true,"1934363741602394538","1934363741602394538","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
"1934480706534781149","https://x.com/MaddKingMaddox/status/1934480706534781149","@MattWalshBlog And on the verge of both..","Twitter for iPhone",0,0,0,0,49,"Mon Jun 16 05:18:36 +0000 2025","en",0,true,"1934395115243770313","1934395115243770313","MaddKingMaddox","Madd_Dawg | ▚▘▚▘▚▘|",8895,9683,""
